name,description,url,rating,latitude,longitude
Domitys L'Art du Temps,,https://www.booking.com/hotel/fr/domitys-l-39-art-du-temps.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from=searchresults,"Avec une note de 8,6",,
ibis budget Besançon Centre Gare,"Situé à Besançon, à seulement 100 mètres de la gare de la Viotte, l'ibis budget Besançon Centre Gare propose des chambres simples dotées d'une connexion Wi-Fi gratuite et d'un accès disponible 24h/24.

Les chambres disposent de la climatisation et d'une télévision à écran plat. La salle de bains privative est pourvue d’une douche. Un petit-déjeuner buffet est servi tous les jours.

Le palais Granvelle se trouve à 2 km, tandis que la citadelle Vaubon, un site classé au patrimoine mondial de l'UNESCO, est à 2,5 km. Le centre-ville de Besançon est situé à 15 minutes à pied.",https://www.booking.com/hotel/fr/ibis-budget-besanasson-centre-gare.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from_sustainable_property_sr=1&from=searchresults,"Avec une note de 7,7",47.246846407466016,6.023120284080505
Appart'Hôtel Luxapparts,"L’hébergement Appart'Hôtel Luxapparts se situe à Besançon, à seulement 700 mètres de ce lieu d’intérêt : Gare de Besançon-Mouillère. Il offre une vue sur le cours d’eau et possède une connexion Wi-Fi gratuite ainsi qu’un parking privé gratuit. Cet hébergement offre une vue sur le jardin et est installé à respectivement 1,8 km et 6,3 km de : Gare de Besançon-Viotte et Micropolis.

Disposant d’une terrasse et offrant une vue sur la ville, cet appartement possède 2 chambres, un salon, une télévision à écran plat, une cuisine équipée avec un réfrigérateur et un lave-vaisselle, ainsi que 1 salle de bains avec une baignoire. Des serviettes et du linge de lit sont à disposition.

Vous séjournerez à proximité de ces lieux d’intérêt : Cathédrale Saint-Jean de Besançon, Musée des beaux-arts et d'archéologie de Besançon et Musée du Temps de Besançon. L'aéroport le plus proche (Aéroport de Dole-Jura) est à 64 km.",https://www.booking.com/hotel/fr/luxapparts.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from=searchresults,"Avec une note de 8,5",47.23733955846472,6.0355120312133295
Logis Hôtel Victor Hugo & Spa,"Le Logis Hôtel Victor Hugo & Spa propose un hébergement à 50 mètres de la gare de Besançon-Viotte et à seulement 15 minutes à pied du centre-ville historique de Besançon. De nombreux logements donnent sur un jardin intérieur.

Tous les hébergements sont munis d’une salle de bains privative, d’une télévision par satellite, d’un téléphone et d’une connexion Wi-Fi gratuite.

Avant de partir à la découverte de la capitale de la Franche-Comté, vous pourrez prendre le petit-déjeuner sur place afin de bien commencer la journée.

Équipées et modulables, les salles de réunion sur place peuvent accueillir des groupes de 45 personnes maximum.

Les personnes âgées de 12 ans et plus pourront profiter d'une salle de sport, d'une piscine extérieure chauffée, d'un sauna, de 2 bains à remous, d'un hammam, d'une douche sensorielle et d'une salle de relaxation. Vous bénéficierez de massages à base de produits Equatoria.

Un parking privé sécurisé est mis à votre disposition sur place.",https://www.booking.com/hotel/fr/logis-de-france-florel.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from=searchresults,"Avec une note de 8,1",47.24741870976628,6.023643314838409
ibis Besançon Centre Ville,,https://www.booking.com/hotel/fr/ibis-besancon-centre-ville.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from=searchresults,"Avec une note de 8,3",,
Hôtel Restaurant Spa Le Sauvage,"L’Hôtel Restaurant Spa Le Sauvage vous accueille dans l’ancien monastère des Clarisses, dans le quartier historique de Besançon, à 500 mètres des anciens contreforts de la citadelle. Cet établissement offre des vues sur le parc bordé d’arbres, les remparts médiévaux, la ville et la vallée du Doubs.

Revêtues de parquet, toutes les chambres sont dotées d’une salle de bains privative pourvue d’une baignoire ou d’une douche. Les hébergements comprennent également une télévision à écran plat, un téléphone et un bureau. Certains logements offrent une vue sur le jardin et la ville.

Le petit-déjeuner est servi chaque matin dans le coin repas, sur la terrasse, ou peut être apporté dans votre chambre sur demande. Vous pourrez également vous détendre sur la terrasse orientée à l'ouest avec une boisson commandée au bar. Vous pourrez accéder au spa sur réservation et moyennant des frais supplémentaires.

Vous séjournerez à 10 minutes à pied du musée du Temps et à seulement 2 km de la gare ferroviaire de Besançon-Viotte. Vous trouverez des commerces et restaurants à moins de 10 minutes de marche. Un parking privé est accessible moyennant un supplément. Vous bénéficierez gratuitement d’une connexion Wi-Fi.",https://www.booking.com/hotel/fr/ho-tel-le-sauvage-besanasson.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from=searchresults,"Avec une note de 8,6",47.23171766809705,6.027591526508331
Best Western Citadelle,"Le Best Western Citadelle est situé dans le centre-ville historique de Besançon, à 5 minutes à pied du Doubs et de la Citadelle. La connexion Wi-Fi est gratuite dans les chambres.

Les chambres climatisées disposent d'une télévision avec les chaînes Canal+. Les salles de bains privatives sont pourvues d'eau chauffée à l'énergie solaire. L'établissement propose des chambres adaptées aux personnes à mobilité réduite.

L'hôtel sert le petit-déjeuner tous les matins moyennant des frais supplémentaires. Vous pourrez prendre le petit-déjeuner dans votre chambre ou sous forme de buffet dans la salle à manger. Un service d'étage est également assuré.

Le petit parking, qui compte 10 places, est uniquement accessible sur réservation et moyennant un supplément de 15 EUR par place. Vous pourrez utiliser la borne de recharge électrique sur demande et sous réserve de disponibilité, moyennant un supplément de 25 EUR.

Veuillez noter que le parking, (une petite cour dans le centre-ville), est uniquement adapté aux véhicules de taille standard.

L'établissement se trouve à 5 km du centre de conventions Micropolis. Le parking public sur place entraîne des frais supplémentaires. Veuillez contacter l'établissement directement si vous souhaitez réserver une place de stationnement.

Si vous voyagez avec des animaux domestiques, veuillez contacter directement l'établissement pour vous renseigner sur les conditions relatives aux animaux. Il est essentiel de contacter l'établissement.

Vous séjournerez dans l'une des 41 chambres réparties dans différents bâtiments comme suit :

• Le bâtiment principal, avec ascenseur, où se trouvent 21 chambres.
• L'Annexe, également dans le bâtiment principal, sans ascenseur.
• L'Hotel Pavilion, avec 9 chambres, sans ascenseur.
• L’Atelier, qui comprend 2 chambres spacieuses spécialement adaptées aux personnes à mobilité réduite.

Si vous avez une préférence, n'hésitez pas à en informer le personnel lors de la réservation. Le personnel fera de son mieux pour répondre à toutes vos demandes, sans garantie cependant.",https://www.booking.com/hotel/fr/bestwesterncitadelle.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from_sustainable_property_sr=1&from=searchresults,"Avec une note de 8,0",47.23154100035795,6.026580333709717
ibis Styles Besançon,,https://www.booking.com/hotel/fr/besancon.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from=searchresults,"Avec une note de 7,8",,
Le coquet chez Maguy Maison de ville avec jardin,,https://www.booking.com/hotel/fr/le-coquet-chez-maguy.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from=searchresults,"Avec une note de 8,8",,
Hôtel de Paris,"Situé dans le centre de Besançon, l’Hôtel de Paris est un établissement à la décoration contemporaine doté d’une terrasse et d’une réception ouverte 24h/24. La citadelle de Besançon est à seulement 15 minutes de marche. Vesoul se trouve à 48 km.

Toutes les chambres disposent de la climatisation, d’une télévision par satellite à écran plat, d’un bureau, d’une armoire et d’un téléphone. La salle de bains privative est pourvue d’un sèche-cheveux et d’articles de toilette gratuits.

Un petit-déjeuner buffet est proposé tous les matins à l’Hôtel de Paris. Vous trouverez des restaurants traditionnels à quelques minutes de marche.

L’hôtel est à seulement 5 minutes de marche du musée des beaux-arts et à 12 km de la gare TGV de Besançon Franche-Comté. Une bagagerie, des journaux quotidiens et une connexion Internet par câble gratuite sont également à votre disposition.",https://www.booking.com/hotel/fr/de-paris-besanasson.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from=searchresults,"Avec une note de 8,5",47.23856536577556,6.025325059890747
Lovely House,"Situé à Besançon, l’hébergement Lovely House offre une vue sur le jardin. Il comprend un jardin, une terrasse, un bar et une connexion Wi-Fi gratuite. Cet hébergement met à votre disposition un balcon et un parking privé gratuit.

Cette maison de vacances avec climatisation se compose de 2 chambres, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 2 salles de bains avec une douche et un bain à remous. Une télévision à écran plat avec les chaînes du câble est à votre disposition.

L’établissement Lovely House dispose d’un bain à remous.

Vous séjournerez à respectivement 1,9 km et 2,8 km de ces lieux d’intérêt : Gare de Besançon-Viotte et Gare de Besançon-Mouillère. L'aéroport le plus proche (Aéroport de Dole-Jura) est à 63 km.",https://www.booking.com/hotel/fr/charming-renovated-house-besancon.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from=searchresults,"Avec une note de 9,7",47.2579545,6.0373507
ibis Besançon Centre la City,,https://www.booking.com/hotel/fr/ibis-besancon-la-city.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iZXNhbmNvbiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYzObFBsACAdICJDA5YTE4YmY1LTU3Y2QtNDRjNS05OGI0LWI4MGEwYTFiMjQzZNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=921f67ccb4ac0330&srepoch=1756997145&from_sustainable_property_sr=1&from=searchresults,"Avec une note de 7,7",,
Roc Seven Biarritz,,https://www.booking.com/hotel/fr/le-caritz.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from=searchresults,"Avec une note de 8,3",,
Le Garage Biarritz Hôtel,,https://www.booking.com/hotel/fr/le-garage-regina.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from_sustainable_property_sr=1&from=searchresults,"Avec une note de 9,2",,
Nemea Appart Hotel Les Hauts de Milady Biarritz,"L’établissement Nemea Appart Hotel Les Hauts de Milady Biarritz vous accueille à 600 mètres de ce lieu d’intérêt : Plage de la Côte des Basques. Il propose une piscine extérieure ouverte en saison et une terrasse, ainsi que des hébergements disposant d’un balcon et d’une connexion Wi-Fi gratuite. Un parking privé est disponible sur place.

Tous les hébergements disposent d’une télévision à écran plat, d’une salle de bains privative et d’une kitchenette entièrement équipée comprenant un réfrigérateur. Un micro-ondes, une plaque de cuisson et un grille-pain sont également à votre disposition, de même qu’une bouilloire.

Cet établissement 4 étoiles propose une piscine intérieure, un sauna et un bain à remous.

Vous séjournerez à respectivement 2,7 km et 16 km de ces lieux d’intérêt : Gare de Biarritz La Négresse et Gare de Saint-Jean-de-Luz. L'aéroport le plus proche (Aéroport de Biarritz-Pays basque) est à 4 km.",https://www.booking.com/hotel/fr/nemea-appart-les-hauts-de-milady.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from=searchresults,"Avec une note de 7,3",43.4702245,-1.5678466
Résidence Victoria Surf,"Installée dans le centre de Biarritz, la Résidence Victoria Surf dispose de studios indépendants donnant sur la plage principale. Elle possède une piscine extérieure avec une pataugeoire pour les enfants.

Tous les studios comprennent une télévision, ainsi qu'une kitchenette équipée de plaques vitrocéramiques et d'un réfrigérateur. Certains comportent un balcon. Leur salle de bains est pourvue d'une douche.

Idéalement située pour visiter Biarritz, la Résidence Victoria Surf propose un parking souterrain privé limité, accessible sur demande préalable. Enfin, vous trouverez un choix de boutiques et de restaurants à moins de 5 minutes à pied de l'établissement.",https://www.booking.com/hotel/fr/residence-victoria-surf-victoria-management.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from=searchresults,"Avec une note de 8,1",43.48474401555174,-1.557089388370514
Hôtel Le Windsor Biarritz,,https://www.booking.com/hotel/fr/inter-windsor.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from_sustainable_property_sr=1&from=searchresults,"Avec une note de 7,9",,
ALFRED HOTELS Port-Vieux,"Completely renovated in 2024, the Port-vieux hotel, formerly George VI, located in the center of Biarritz, 50 meters from the beach and a 2-minute walk from Les Halles, welcomes you in a new atmosphere by ALFRED HOTELS.

ALFRED HOTELS, embraces a bold and accessible vision of elegance.

Our promise is simple: to surprise with an experience worthy of the greatest establishments, at an affordable price.

Each ALFRED HOTELS is anchored in the hearts of cities, the welcome is made up of smiles that stand out, the rooms combine comfort and elegance, the night is a promise of well-being & breakfast is a gourmet ritual.
ALFRED HOTELS are imagined as a collection of inhabited, lively and sustainable places. We leave room only for the essentials to offer a unique and authentic experience.

We promote the heritage of the Basque Country, by forging strong ties with local partners, preserving and celebrating the unique history of the region and building a local team, which understands its nuances and particularities.",https://www.booking.com/hotel/fr/georges-vi.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from=searchresults,"Avec une note de 9,1",43.48218970895052,-1.5663591027259827
Hôtel AKENA Biarritz - Grande plage,,https://www.booking.com/hotel/fr/altess-hotel.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from=searchresults,"Avec une note de 8,3",,
Hôtel Florida,"Situé en bord de mer à Biarritz, l’Hôtel Florida vous accueille à seulement 300 mètres de la plage. Un petit-déjeuner buffet est servi chaque matin. Vous profiterez d’une connexion Wi-Fi gratuite dans cet établissement climatisé.

Toutes les chambres et les suites affichent une décoration raffinée et un mobilier moderne. Elles disposent d’une télévision à écran LCD avec les chaînes Canal+ et beIN Sports. Certaines chambres comprennent un balcon offrant une vue sur la mer, tandis que les appartements, indépendants, sont notamment équipés d’un micro-ondes et d’une cuisinière.

Le petit-déjeuner pourra vous être servi en chambre.

L’Hôtel Florida se trouve à seulement 2,5 km du club de golf de Biarritz-Le Phare et à 4,5 km de la ville d’Anglet. Un parking public est disponible sur place et la gare de Biarritz est accessible à 5 km.",https://www.booking.com/hotel/fr/eugenie-biarritz.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from=searchresults,"Avec une note de 7,6",43.482229605617206,-1.5639907121658325
Le Talaia Hôtel & Spa Biarritz - MGallery Collection,"Face à l'océan Atlantique, le Talaia proposera 149 chambres, dont 28 Suites Junior et 8 Suites, un restaurant sur le toit : La Petite Plage, conçue par le chef Eric Frechon, un bar à cocktails, un spa Cinq Mondes avec sauna, hammam, douche expérientielle, une salle de fitness et une salle de surf avec accès direct à la plage de la Côte des Basques. Une piscine extérieure chauffée complétera également ce tableau enchanteur.
La MGallery Biarritz sera également une destination de choix pour les voyageurs d'affaires : avec 11 salles de réunion entièrement équipées et connectées, l'hôtel offrira un environnement de travail agréable, idéal pour les réunions d'équipe, séminaires et le team building.
Le projet a été confié à Jean-Philippe Nuel pour l'architecture et l'aménagement intérieur, et à L'atelier Claret Lebecq pour l'architecture et la façade du bâtiment.

Traduction générée par DeepL.com (version gratuite)",https://www.booking.com/hotel/fr/radisson-blu-hotel-biarritz.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from=searchresults,"Avec une note de 8,3",43.47827192258378,-1.5646907687187195
Hotel Edouard VII,,https://www.booking.com/hotel/fr/edouard-vii.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from=searchresults,"Avec une note de 9,2",,
Hôtel Jules Verne Biarritz,"L’Hôtel Jules Verne Biarritz vous accueille dans le centre-ville de Biarritz, à proximité du Palais des Festivals, du casino et des plages. Sur place, vous profiterez d’une piscine extérieure chauffée.

Affichant une décoration moderne, les chambres climatisées et insonorisées de l’Hôtel Jules Verne, BW Signature Collection sont dotées d’une télévision par satellite à écran plat. Vous bénéficierez d’une connexion Wi-Fi gratuite. Des chambres adjacentes sont disponibles sur demande.

Vous pourrez savourer votre petit-déjeuner tous les matins dans le confort de votre chambre, et une machine à café Nespresso est disponible dans certains logements.

Le personnel amical et attentif de l’hôtel se tient à votre disposition 24h/24 pour vous aider à organiser votre séjour à Biarritz. Un parking couvert est accessible moyennant des frais supplémentaires.

Veuillez noter que la taxe de séjour s'applique aux adultes de plus de 18 ans.",https://www.booking.com/hotel/fr/karitza-biarritz.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from_sustainable_property_sr=1&from=searchresults,"Avec une note de 8,3",43.47853953902587,-1.5553995966911316
Ama Hôtel,"Conçu par le célèbre architecte basque Raymond Larrebat-Tudor et construit au XVIIIe siècle, l’Ama Hôtel vous accueille dans une jolie résidence située au cœur de Biarritz.

L’établissement bénéficie d’un emplacement idéal, à proximité du centre de thalassothérapie local ainsi qu’à 200 mètres de la plage et du casino.

Les chambres climatisées comprennent une connexion Wi-Fi gratuite, un minibar et une télévision à écran plat. Leur salle de bains privative est pourvue d’un sèche-cheveux.

Un parking public est disponible à seulement 150 mètres de l’Ama Hôtel.",https://www.booking.com/hotel/fr/alcyon-biarritz.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9iaWFycml0eiwgZnJhbmNlSA1YBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKB0ubFBsACAdICJGRmNjU5YzkxLTI0YWYtNDZlNS05YWIxLWY4ZmI0YTZlZDg5NtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=28ee6940360f023a&srepoch=1756997890&from=searchresults,"Avec une note de 8,8",43.48131294872144,-1.5574930608272552
